event_id,event_ts_ms,event_ts_iso,event_type,b365_state,fd_state,dk_state,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_yes_bid,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_yes_ask,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_yes_mid,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_spread,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_spread_cents,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_yes_bid_qty,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_yes_ask_qty,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_bid_depth_3,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_ask_depth_3,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_tight_spread,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_wide_spread,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_untradeable,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_suggested_bid_plus_2c,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_is_bond,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_book_json,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_yes_bid,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_yes_ask,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_yes_mid,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_spread,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_spread_cents,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_yes_bid_qty,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_yes_ask_qty,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_bid_depth_3,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_ask_depth_3,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_tight_spread,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_wide_spread,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_untradeable,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_suggested_bid_plus_2c,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_is_bond,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_book_json,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_yes_bid,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_yes_ask,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_yes_mid,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_spread,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_spread_cents,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_yes_bid_qty,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_yes_ask_qty,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_bid_depth_3,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_ask_depth_3,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_tight_spread,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_wide_spread,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_untradeable,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_suggested_bid_plus_2c,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_is_bond,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_book_json,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_yes_bid,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_yes_ask,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_yes_mid,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_spread,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_spread_cents,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_yes_bid_qty,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_yes_ask_qty,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_bid_depth_3,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_ask_depth_3,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_tight_spread,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_wide_spread,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_untradeable,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_suggested_bid_plus_2c,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_is_bond,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_book_json,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_mid_1s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_spread_cents_1s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_mid_1s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_spread_cents_1s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_mid_1s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_spread_cents_1s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_mid_1s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_spread_cents_1s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_mid_3s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_spread_cents_3s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_mid_3s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_spread_cents_3s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_mid_3s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_spread_cents_3s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_mid_3s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_spread_cents_3s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_mid_5s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_spread_cents_5s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_mid_5s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_spread_cents_5s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_mid_5s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_spread_cents_5s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_mid_5s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_spread_cents_5s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_mid_10s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_spread_cents_10s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_mid_10s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_spread_cents_10s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_mid_10s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_spread_cents_10s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_mid_10s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_spread_cents_10s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_mid_30s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_spread_cents_30s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_mid_30s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_spread_cents_30s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_mid_30s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_spread_cents_30s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_mid_30s,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_spread_cents_30s
1,1788290343596,2026-09-01T19:19:03.596000+00:00,B365_DOWN,DOWN,UP,UP,0.9400,0.9800,0.9600,0.0400,4,500.00,259.00,557.00,1292.56,False,False,True,0.9600,True,"{""ticker"":""KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1"",""yes_bid"":""0.9400"",""yes_ask"":""0.9800"",""yes_mid"":""0.9600"",""spread"":""0.0400"",""spread_cents"":4,""yes_bid_qty"":""500.00"",""yes_ask_qty"":""259.00"",""bid_depth_3"":""557.00"",""ask_depth_3"":""1292.56"",""tight_spread"":false,""wide_spread"":false,""untradeable"":true,""suggested_bid_plus_2c"":""0.9600"",""is_bond"":true,""yes_bids"":[[""0.9400"",""500.00""],[""0.9000"",""44.00""],[""0.8900"",""13.00""],[""0.8700"",""13.00""],[""0.8600"",""59.00""],[""0.8400"",""9.40""],[""0.8300"",""170.00""],[""0.8200"",""140.00""],[""0.8100"",""145.00""],[""0.8000"",""145.00""],[""0.4500"",""1000.00""],[""0.1800"",""186.00""],[""0.0700"",""4.98""]],""yes_asks"":[[""0.9800"",""259.00""],[""0.9900"",""1033.56""]],""no_bids"":[[""0.0200"",""259.00""],[""0.0100"",""1033.56""]],""updated_ms"":1788290343480}",0.7600,0.8300,0.7950,0.0700,7,520.00,1749.00,777.00,4341.00,False,False,False,0.7800,False,"{""ticker"":""KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2"",""yes_bid"":""0.7600"",""yes_ask"":""0.8300"",""yes_mid"":""0.7950"",""spread"":""0.0700"",""spread_cents"":7,""yes_bid_qty"":""520.00"",""yes_ask_qty"":""1749.00"",""bid_depth_3"":""777.00"",""ask_depth_3"":""4341.00"",""tight_spread"":false,""wide_spread"":false,""untradeable"":false,""suggested_bid_plus_2c"":""0.7800"",""is_bond"":false,""yes_bids"":[[""0.7600"",""520.00""],[""0.7000"",""221.00""],[""0.6400"",""36.00""],[""0.6000"",""8.00""],[""0.5900"",""10.00""],[""0.5800"",""76.00""],[""0.5700"",""111.00""],[""0.5600"",""155.00""],[""0.5500"",""160.00""],[""0.5400"",""125.00""],[""0.5300"",""554.00""],[""0.4700"",""150.00""],[""0.4200"",""300.00""],[""0.3500"",""1000.00""],[""0.1700"",""4.00""],[""0.1600"",""1750.00""],[""0.1100"",""297.00""],[""0.0100"",""19.78""]],""yes_asks"":[[""0.8300"",""1749.00""],[""0.8600"",""224.00""],[""0.8800"",""2368.00""],[""0.9100"",""1184.00""],[""0.9300"",""28.00""],[""0.9600"",""650.00""],[""0.9900"",""243.00""]],""no_bids"":[[""0.1700"",""1749.00""],[""0.1400"",""224.00""],[""0.1200"",""2368.00""],[""0.0900"",""1184.00""],[""0.0700"",""28.00""],[""0.0400"",""650.00""],[""0.0100"",""243.00""]],""updated_ms"":1788290343573}",0.5000,0.5900,0.5450,0.0900,9,500.00,165.70,740.86,648.70,False,False,False,0.5200,False,"{""ticker"":""KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3"",""yes_bid"":""0.5000"",""yes_ask"":""0.5900"",""yes_mid"":""0.5450"",""spread"":""0.0900"",""spread_cents"":9,""yes_bid_qty"":""500.00"",""yes_ask_qty"":""165.70"",""bid_depth_3"":""740.86"",""ask_depth_3"":""648.70"",""tight_spread"":false,""wide_spread"":false,""untradeable"":false,""suggested_bid_plus_2c"":""0.5200"",""is_bond"":false,""yes_bids"":[[""0.5000"",""500.00""],[""0.4500"",""216.86""],[""0.4000"",""24.00""],[""0.3900"",""361.00""],[""0.3800"",""47.00""],[""0.3700"",""226.00""],[""0.3600"",""16.90""],[""0.3200"",""4.00""],[""0.3100"",""88.00""],[""0.3000"",""1.40""],[""0.2800"",""150.55""],[""0.2700"",""150.00""],[""0.2600"",""958.00""],[""0.2500"",""145.00""],[""0.2200"",""0.22""],[""0.2100"",""150.82""],[""0.1600"",""274.00""],[""0.1500"",""1300.00""],[""0.1200"",""1750.00""],[""0.1100"",""318.00""]],""yes_asks"":[[""0.5900"",""165.70""],[""0.6000"",""450.00""],[""0.6300"",""33.00""],[""0.6400"",""655.00""],[""0.6800"",""90.00""],[""0.6900"",""941.00""],[""0.7100"",""500.00""],[""0.7700"",""150.00""],[""0.8000"",""1750.00""],[""0.8100"",""189.57""],[""0.8600"",""300.00""],[""0.8700"",""10.00""],[""0.9000"",""89.63""],[""0.9400"",""833.00""],[""0.9500"",""1000.00""],[""0.9600"",""1623.00""],[""0.9700"",""733.00""],[""0.9900"",""222.81""]],""no_bids"":[[""0.4100"",""165.70""],[""0.4000"",""450.00""],[""0.3700"",""33.00""],[""0.3600"",""655.00""],[""0.3200"",""90.00""],[""0.3100"",""941.00""],[""0.2900"",""500.00""],[""0.2300"",""150.00""],[""0.2000"",""1750.00""],[""0.1900"",""189.57""],[""0.1400"",""300.00""],[""0.1300"",""10.00""],[""0.1000"",""89.63""],[""0.0600"",""833.00""],[""0.0500"",""1000.00""],[""0.0400"",""1623.00""],[""0.0300"",""733.00""],[""0.0100"",""222.81""]],""updated_ms"":1788290343546}",0.2500,0.3300,0.2900,0.0800,8,500.00,29.00,768.00,303.00,False,False,False,0.2700,False,"{""ticker"":""KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4"",""yes_bid"":""0.2500"",""yes_ask"":""0.3300"",""yes_mid"":""0.2900"",""spread"":""0.0800"",""spread_cents"":8,""yes_bid_qty"":""500.00"",""yes_ask_qty"":""29.00"",""bid_depth_3"":""768.00"",""ask_depth_3"":""303.00"",""tight_spread"":false,""wide_spread"":false,""untradeable"":false,""suggested_bid_plus_2c"":""0.2700"",""is_bond"":false,""yes_bids"":[[""0.2500"",""500.00""],[""0.1700"",""174.00""],[""0.1300"",""94.00""],[""0.1000"",""240.00""],[""0.0900"",""155.00""],[""0.0800"",""145.00""],[""0.0700"",""452.00""],[""0.0600"",""166.00""],[""0.0300"",""1000.00""],[""0.0100"",""311.00""]],""yes_asks"":[[""0.3300"",""29.00""],[""0.3600"",""24.00""],[""0.3700"",""250.00""],[""0.3900"",""500.00""],[""0.4200"",""310.00""],[""0.4600"",""13.00""],[""0.4700"",""445.00""],[""0.5300"",""771.00""],[""0.6200"",""300.00""],[""0.8000"",""10.00""],[""0.8800"",""1750.00""],[""0.8900"",""290.00""]],""no_bids"":[[""0.6700"",""29.00""],[""0.6400"",""24.00""],[""0.6300"",""250.00""],[""0.6100"",""500.00""],[""0.5800"",""310.00""],[""0.5400"",""13.00""],[""0.5300"",""445.00""],[""0.4700"",""771.00""],[""0.3800"",""300.00""],[""0.2000"",""10.00""],[""0.1200"",""1750.00""],[""0.1100"",""290.00""]],""updated_ms"":1788290343382}",0.9600,2,0.7950,7,0.5450,9,0.3000,10,0.9600,2,0.8100,10,0.5450,9,0.3100,12,0.9850,1,0.8400,4,0.5400,8,0.3150,11,0.9900,,0.8400,4,0.5400,8,0.3050,9,0.9900,,0.8550,1,0.5550,5,0.3050,7
2,1788290343971,2026-09-01T19:19:03.971000+00:00,DRAFTKINGS_DOWN,DOWN,UP,DOWN,0.9400,0.9800,0.9600,0.0400,4,500.00,259.00,557.00,1292.56,False,False,True,0.9600,True,"{""ticker"":""KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1"",""yes_bid"":""0.9400"",""yes_ask"":""0.9800"",""yes_mid"":""0.9600"",""spread"":""0.0400"",""spread_cents"":4,""yes_bid_qty"":""500.00"",""yes_ask_qty"":""259.00"",""bid_depth_3"":""557.00"",""ask_depth_3"":""1292.56"",""tight_spread"":false,""wide_spread"":false,""untradeable"":true,""suggested_bid_plus_2c"":""0.9600"",""is_bond"":true,""yes_bids"":[[""0.9400"",""500.00""],[""0.9000"",""44.00""],[""0.8900"",""13.00""],[""0.8700"",""13.00""],[""0.8600"",""59.00""],[""0.8400"",""9.40""],[""0.8300"",""170.00""],[""0.8200"",""140.00""],[""0.8100"",""145.00""],[""0.8000"",""145.00""],[""0.4500"",""1000.00""],[""0.1800"",""186.00""],[""0.0700"",""104.98""]],""yes_asks"":[[""0.9800"",""259.00""],[""0.9900"",""1033.56""]],""no_bids"":[[""0.0200"",""259.00""],[""0.0100"",""1033.56""]],""updated_ms"":1788290343844}",0.7600,0.8300,0.7950,0.0700,7,520.00,1749.00,777.00,2038.00,False,False,False,0.7800,False,"{""ticker"":""KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2"",""yes_bid"":""0.7600"",""yes_ask"":""0.8300"",""yes_mid"":""0.7950"",""spread"":""0.0700"",""spread_cents"":7,""yes_bid_qty"":""520.00"",""yes_ask_qty"":""1749.00"",""bid_depth_3"":""777.00"",""ask_depth_3"":""2038.00"",""tight_spread"":false,""wide_spread"":false,""untradeable"":false,""suggested_bid_plus_2c"":""0.7800"",""is_bond"":false,""yes_bids"":[[""0.7600"",""520.00""],[""0.7000"",""221.00""],[""0.6400"",""36.00""],[""0.6000"",""8.00""],[""0.5900"",""14.00""],[""0.5800"",""76.00""],[""0.5700"",""111.00""],[""0.5600"",""155.00""],[""0.5500"",""160.00""],[""0.5400"",""125.00""],[""0.5300"",""554.00""],[""0.4700"",""150.00""],[""0.4200"",""300.00""],[""0.3500"",""1000.00""],[""0.1600"",""1750.00""],[""0.1100"",""297.00""],[""0.0100"",""19.78""]],""yes_asks"":[[""0.8300"",""1749.00""],[""0.8600"",""224.00""],[""0.8700"",""65.00""],[""0.8800"",""2368.00""],[""0.9100"",""1184.00""],[""0.9300"",""28.00""],[""0.9600"",""650.00""],[""0.9900"",""243.00""]],""no_bids"":[[""0.1700"",""1749.00""],[""0.1400"",""224.00""],[""0.1300"",""65.00""],[""0.1200"",""2368.00""],[""0.0900"",""1184.00""],[""0.0700"",""28.00""],[""0.0400"",""650.00""],[""0.0100"",""243.00""]],""updated_ms"":1788290343897}",0.5000,0.5900,0.5450,0.0900,9,500.00,175.70,733.76,658.70,False,False,False,0.5200,False,"{""ticker"":""KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3"",""yes_bid"":""0.5000"",""yes_ask"":""0.5900"",""yes_mid"":""0.5450"",""spread"":""0.0900"",""spread_cents"":9,""yes_bid_qty"":""500.00"",""yes_ask_qty"":""175.70"",""bid_depth_3"":""733.76"",""ask_depth_3"":""658.70"",""tight_spread"":false,""wide_spread"":false,""untradeable"":false,""suggested_bid_plus_2c"":""0.5200"",""is_bond"":false,""yes_bids"":[[""0.5000"",""500.00""],[""0.4700"",""16.90""],[""0.4500"",""216.86""],[""0.4000"",""24.00""],[""0.3900"",""361.00""],[""0.3800"",""47.00""],[""0.3700"",""226.00""],[""0.3200"",""4.00""],[""0.3100"",""88.00""],[""0.3000"",""1.40""],[""0.2800"",""150.55""],[""0.2700"",""150.00""],[""0.2600"",""958.00""],[""0.2500"",""408.00""],[""0.2200"",""0.22""],[""0.2100"",""150.82""],[""0.1600"",""274.00""],[""0.1500"",""1300.00""],[""0.1200"",""1750.00""],[""0.1100"",""318.00""]],""yes_asks"":[[""0.5900"",""175.70""],[""0.6000"",""450.00""],[""0.6300"",""33.00""],[""0.6400"",""655.00""],[""0.6800"",""90.00""],[""0.6900"",""941.00""],[""0.7100"",""500.00""],[""0.7700"",""150.00""],[""0.8000"",""1750.00""],[""0.8100"",""189.57""],[""0.8600"",""300.00""],[""0.8700"",""10.00""],[""0.9000"",""89.63""],[""0.9400"",""833.00""],[""0.9500"",""1000.00""],[""0.9600"",""1623.00""],[""0.9700"",""733.00""],[""0.9900"",""222.81""]],""no_bids"":[[""0.4100"",""175.70""],[""0.4000"",""450.00""],[""0.3700"",""33.00""],[""0.3600"",""655.00""],[""0.3200"",""90.00""],[""0.3100"",""941.00""],[""0.2900"",""500.00""],[""0.2300"",""150.00""],[""0.2000"",""1750.00""],[""0.1900"",""189.57""],[""0.1400"",""300.00""],[""0.1300"",""10.00""],[""0.1000"",""89.63""],[""0.0600"",""833.00""],[""0.0500"",""1000.00""],[""0.0400"",""1623.00""],[""0.0300"",""733.00""],[""0.0100"",""222.81""]],""updated_ms"":1788290343971}",0.2500,0.3300,0.2900,0.0800,8,500.00,29.00,768.00,303.00,False,False,False,0.2700,False,"{""ticker"":""KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4"",""yes_bid"":""0.2500"",""yes_ask"":""0.3300"",""yes_mid"":""0.2900"",""spread"":""0.0800"",""spread_cents"":8,""yes_bid_qty"":""500.00"",""yes_ask_qty"":""29.00"",""bid_depth_3"":""768.00"",""ask_depth_3"":""303.00"",""tight_spread"":false,""wide_spread"":false,""untradeable"":false,""suggested_bid_plus_2c"":""0.2700"",""is_bond"":false,""yes_bids"":[[""0.2500"",""500.00""],[""0.1700"",""174.00""],[""0.1300"",""94.00""],[""0.1000"",""240.00""],[""0.0900"",""155.00""],[""0.0800"",""145.00""],[""0.0700"",""452.00""],[""0.0600"",""166.00""],[""0.0300"",""1000.00""],[""0.0100"",""311.00""]],""yes_asks"":[[""0.3300"",""29.00""],[""0.3600"",""24.00""],[""0.3700"",""250.00""],[""0.3900"",""500.00""],[""0.4200"",""310.00""],[""0.4600"",""13.00""],[""0.4700"",""445.00""],[""0.5300"",""771.00""],[""0.6200"",""300.00""],[""0.8000"",""10.00""],[""0.8800"",""1750.00""],[""0.8900"",""290.00""]],""no_bids"":[[""0.6700"",""29.00""],[""0.6400"",""24.00""],[""0.6300"",""250.00""],[""0.6100"",""500.00""],[""0.5800"",""310.00""],[""0.5400"",""13.00""],[""0.5300"",""445.00""],[""0.4700"",""771.00""],[""0.3800"",""300.00""],[""0.2000"",""10.00""],[""0.1200"",""1750.00""],[""0.1100"",""290.00""]],""updated_ms"":1788290343382}",0.9600,2,0.7950,7,0.5450,9,0.3000,10,0.9600,2,0.8100,10,0.5450,9,0.3100,12,0.9850,1,0.8400,4,0.5400,8,0.3150,11,0.9900,,0.8400,4,0.5450,7,0.3100,10,0.9900,,0.8550,1,0.5550,5,0.3050,7
