ts_ms,ts_iso,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_yes_bid,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_yes_ask,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_yes_mid,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_spread_cents,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_yes_bid_qty,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_yes_ask_qty,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_tight_spread,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_wide_spread,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-1_untradeable,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_yes_bid,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_yes_ask,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_yes_mid,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_spread_cents,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_yes_bid_qty,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_yes_ask_qty,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_tight_spread,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_wide_spread,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-2_untradeable,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_yes_bid,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_yes_ask,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_yes_mid,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_spread_cents,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_yes_bid_qty,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_yes_ask_qty,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_tight_spread,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_wide_spread,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-3_untradeable,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_yes_bid,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_yes_ask,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_yes_mid,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_spread_cents,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_yes_bid_qty,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_yes_ask_qty,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_tight_spread,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_wide_spread,KXEFLCHAMPIONSHIPTOTAL-26SEP01WHUWOL-4_untradeable,b365_state,fd_state,dk_state
1788288810515,2026-09-01T18:53:30.515000+00:00,,,,,0,0,False,False,True,,,,,0,0,False,False,True,,,,,0,0,False,False,True,,,,,0,0,False,False,True,UP,UP,UP
1788288810744,2026-09-01T18:53:30.744000+00:00,,,,,0,0,False,False,True,,,,,0,0,False,False,True,,,,,0,0,False,False,True,,,,,0,0,False,False,True,UP,UP,UP
1788288810944,2026-09-01T18:53:30.944000+00:00,0.9400,0.9700,0.9550,3,1497.00,45.00,True,False,True,,,,,0,0,False,False,True,,,,,0,0,False,False,True,,,,,0,0,False,False,True,UP,UP,UP
1788288811145,2026-09-01T18:53:31.145000+00:00,,,,,0,0,False,False,True,,,,,0,0,False,False,True,,,,,0,0,False,False,True,,,,,0,0,False,False,True,UP,UP,UP
1788288811346,2026-09-01T18:53:31.346000+00:00,,,,,0,0,False,False,True,,,,,0,0,False,False,True,,,,,0,0,False,False,True,,,,,0,0,False,False,True,UP,UP,UP
1788288811547,2026-09-01T18:53:31.547000+00:00,,,,,0,0,False,False,True,,,,,0,0,False,False,True,,,,,0,0,False,False,True,0.3200,,0.3200,,248.02,0,False,False,True,UP,UP,UP
1788288811748,2026-09-01T18:53:31.748000+00:00,,,,,0,0,False,False,True,0.7800,,0.7800,,294.48,0,False,False,True,,,,,0,0,False,False,True,0.3200,,0.3200,,248.02,0,False,False,True,UP,UP,UP
1788288811949,2026-09-01T18:53:31.949000+00:00,,,,,0,0,False,False,True,0.7800,,0.7800,,294.48,0,False,False,True,0.2800,,0.2800,,300.00,0,False,False,True,0.3200,,0.3200,,248.02,0,False,False,True,UP,UP,UP
1788288812150,2026-09-01T18:53:32.150000+00:00,,,,,0,0,False,False,True,0.7800,,0.7800,,294.48,0,False,False,True,0.2800,,0.2800,,300.00,0,False,False,True,0.3200,,0.3200,,248.02,0,False,False,True,UP,UP,UP
1788288812351,2026-09-01T18:53:32.351000+00:00,,,,,0,0,False,False,True,0.7800,,0.7800,,294.48,0,False,False,True,0.2800,,0.2800,,300.00,0,False,False,True,0.3200,,0.3200,,248.02,0,False,False,True,UP,UP,UP
1788288812552,2026-09-01T18:53:32.552000+00:00,,,,,0,0,False,False,True,0.7800,,0.7800,,293.48,0,False,False,True,0.2800,,0.2800,,300.00,0,False,False,True,0.3200,,0.3200,,248.02,0,False,False,True,UP,UP,UP
1788288812753,2026-09-01T18:53:32.753000+00:00,0.9100,,0.9100,,2084.00,0,False,False,True,0.7800,0.9500,0.8650,17,293.48,3.75,False,True,True,0.2800,0.8800,0.5800,60,300.00,1750.00,False,True,True,0.3200,0.5100,0.4150,19,248.02,3.75,False,True,True,UP,UP,UP
1788288812955,2026-09-01T18:53:32.955000+00:00,0.9100,,0.9100,,2084.00,0,False,False,True,0.7800,0.9500,0.8650,17,293.48,3.75,False,True,True,0.2800,0.8800,0.5800,60,300.00,1750.00,False,True,True,0.3200,0.5100,0.4150,19,248.02,3.75,False,True,True,UP,UP,UP
1788288813156,2026-09-01T18:53:33.156000+00:00,0.9100,,0.9100,,2084.00,0,False,False,True,0.7800,,0.7800,,293.48,0,False,False,True,0.2800,0.8800,0.5800,60,300.00,1750.00,False,True,True,0.3200,0.8000,0.5600,48,248.02,1750.00,False,True,True,UP,UP,UP
1788288813357,2026-09-01T18:53:33.357000+00:00,,,,,0,0,False,False,True,0.7800,,0.7800,,293.48,0,False,False,True,0.2800,0.8800,0.5800,60,300.00,1750.00,False,True,True,0.3200,0.8000,0.5600,48,248.02,1750.00,False,True,True,UP,UP,UP
1788288813558,2026-09-01T18:53:33.558000+00:00,,,,,0,0,False,False,True,0.7800,,0.7800,,293.48,0,False,False,True,0.2800,0.8800,0.5800,60,300.00,1750.00,False,True,True,0.3200,0.8000,0.5600,48,248.02,1750.00,False,True,True,UP,UP,UP
1788288813759,2026-09-01T18:53:33.759000+00:00,,,,,0,0,False,False,True,0.7800,,0.7800,,293.48,0,False,False,True,0.2800,0.8800,0.5800,60,300.00,1750.00,False,True,True,0.3200,0.8000,0.5600,48,248.02,1750.00,False,True,True,UP,UP,UP
1788288813960,2026-09-01T18:53:33.960000+00:00,,,,,0,0,False,False,True,0.7800,,0.7800,,293.48,0,False,False,True,0.2800,0.8800,0.5800,60,300.00,1750.00,False,True,True,0.3200,0.8000,0.5600,48,248.02,1750.00,False,True,True,UP,UP,UP
1788288814161,2026-09-01T18:53:34.161000+00:00,,,,,0,0,False,False,True,0.7800,,0.7800,,293.48,0,False,False,True,0.2800,0.8800,0.5800,60,300.00,1750.00,False,True,True,0.3200,0.8000,0.5600,48,248.02,1750.00,False,True,True,UP,UP,UP
1788288814361,2026-09-01T18:53:34.361000+00:00,,,,,0,0,False,False,True,0.7800,,0.7800,,293.48,0,False,False,True,0.2800,0.8800,0.5800,60,300.00,1750.00,False,True,True,0.3200,0.8000,0.5600,48,248.02,1750.00,False,True,True,UP,UP,UP
1788288814562,2026-09-01T18:53:34.562000+00:00,,,,,0,0,False,False,True,0.7800,,0.7800,,293.48,0,False,False,True,0.2800,0.8800,0.5800,60,300.00,1750.00,False,True,True,0.3200,0.8000,0.5600,48,248.02,1750.00,False,True,True,UP,UP,UP
1788288814763,2026-09-01T18:53:34.763000+00:00,,,,,0,0,False,False,True,0.7800,,0.7800,,293.48,0,False,False,True,0.5300,0.8800,0.7050,35,2088.00,1750.00,False,True,True,0.3200,0.8000,0.5600,48,248.02,1750.00,False,True,True,UP,UP,UP
1788288814964,2026-09-01T18:53:34.964000+00:00,,,,,0,0,False,False,True,0.7800,,0.7800,,293.48,0,False,False,True,0.5300,0.8800,0.7050,35,2088.00,1750.00,False,True,True,0.3200,0.8000,0.5600,48,248.02,1750.00,False,True,True,UP,UP,UP
1788288815165,2026-09-01T18:53:35.165000+00:00,,,,,0,0,False,False,True,0.7800,,0.7800,,293.48,0,False,False,True,0.5300,0.8800,0.7050,35,2088.00,1750.00,False,True,True,0.3200,0.8000,0.5600,48,248.02,1750.00,False,True,True,UP,UP,UP
1788288815366,2026-09-01T18:53:35.366000+00:00,,,,,0,0,False,False,True,0.7800,,0.7800,,293.48,0,False,False,True,0.5300,0.8800,0.7050,35,2088.00,1750.00,False,True,True,0.3200,0.8000,0.5600,48,248.02,1750.00,False,True,True,UP,UP,UP
1788288815566,2026-09-01T18:53:35.566000+00:00,,,,,0,0,False,False,True,0.7800,,0.7800,,293.48,0,False,False,True,0.5300,0.9800,0.7550,45,2088.00,1750.00,False,True,True,0.3200,0.8000,0.5600,48,248.02,1750.00,False,True,True,UP,UP,UP
1788288815767,2026-09-01T18:53:35.767000+00:00,,,,,0,0,False,False,True,0.7800,,0.7800,,293.48,0,False,False,True,0.5300,0.9800,0.7550,45,2088.00,1750.00,False,True,True,0.3200,0.3300,0.3250,1,248.02,299.00,True,False,False,UP,UP,UP
1788288815968,2026-09-01T18:53:35.968000+00:00,0.9300,0.9800,0.9550,5,2099.96,2099.96,False,False,True,0.7800,0.8100,0.7950,3,11.00,27.00,True,False,False,0.5400,0.5900,0.5650,5,15.00,2099.94,False,False,False,0.3100,0.3300,0.3200,2,1387.00,299.00,True,False,False,UP,UP,UP
1788288816169,2026-09-01T18:53:36.169000+00:00,0.9300,0.9800,0.9550,5,2099.96,2099.96,False,False,True,0.7800,0.8100,0.7950,3,11.00,27.00,True,False,False,0.5400,0.5800,0.5600,4,25.00,178.00,False,False,False,0.3100,0.3300,0.3200,2,11.00,299.00,True,False,False,UP,UP,UP
1788288816370,2026-09-01T18:53:36.370000+00:00,0.9300,0.9800,0.9550,5,2099.96,2099.96,False,False,True,0.7800,0.8100,0.7950,3,18.00,27.00,True,False,False,0.5400,0.5800,0.5600,4,25.00,178.00,False,False,False,0.3100,0.3300,0.3200,2,11.00,299.00,True,False,False,UP,UP,UP
1788288816571,2026-09-01T18:53:36.571000+00:00,0.9300,0.9800,0.9550,5,2099.96,2099.96,False,False,True,0.7800,0.8100,0.7950,3,18.00,27.00,True,False,False,0.5400,0.5800,0.5600,4,25.00,178.00,False,False,False,0.3100,0.3300,0.3200,2,11.00,299.00,True,False,False,UP,UP,UP
1788288816772,2026-09-01T18:53:36.772000+00:00,0.9300,0.9800,0.9550,5,2099.96,2099.96,False,False,True,0.7800,0.7900,0.7850,1,8.00,5.00,True,False,False,0.5400,0.5800,0.5600,4,25.00,178.00,False,False,False,0.3100,0.3300,0.3200,2,11.00,299.00,True,False,False,UP,UP,UP
1788288816973,2026-09-01T18:53:36.973000+00:00,0.9400,0.9800,0.9600,4,2072.00,2099.96,False,False,True,0.7800,0.8100,0.7950,3,18.00,52.00,True,False,False,0.5400,0.5800,0.5600,4,40.00,178.00,False,False,False,0.3100,0.3300,0.3200,2,11.00,299.00,True,False,False,UP,UP,UP
1788288817175,2026-09-01T18:53:37.175000+00:00,0.9400,0.9800,0.9600,4,2072.00,2099.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5800,0.5600,4,432.43,178.00,False,False,False,0.3100,0.3300,0.3200,2,361.76,299.00,True,False,False,UP,UP,UP
1788288817376,2026-09-01T18:53:37.376000+00:00,0.9400,0.9800,0.9600,4,2072.00,2099.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5800,0.5600,4,432.43,178.00,False,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288817577,2026-09-01T18:53:37.577000+00:00,0.9400,0.9800,0.9600,4,2072.00,2099.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5800,0.5600,4,432.43,213.00,False,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288817778,2026-09-01T18:53:37.778000+00:00,0.9400,0.9800,0.9600,4,2072.00,2099.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5800,0.5600,4,445.43,213.00,False,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288817980,2026-09-01T18:53:37.980000+00:00,0.9400,0.9800,0.9600,4,2072.00,2199.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5800,0.5600,4,445.43,313.00,False,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288818181,2026-09-01T18:53:38.181000+00:00,0.9400,0.9800,0.9600,4,2072.00,2199.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5800,0.5600,4,445.43,313.00,False,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288818381,2026-09-01T18:53:38.381000+00:00,0.9400,0.9800,0.9600,4,2072.00,2199.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5800,0.5600,4,443.22,313.00,False,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288818582,2026-09-01T18:53:38.582000+00:00,0.9400,0.9800,0.9600,4,2072.00,2199.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5800,0.5600,4,443.22,313.00,False,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288818783,2026-09-01T18:53:38.783000+00:00,0.9400,0.9800,0.9600,4,2072.00,2199.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5500,0.5450,1,35.79,444.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288818985,2026-09-01T18:53:38.985000+00:00,0.9400,0.9800,0.9600,4,2072.00,2199.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5500,0.5450,1,35.79,444.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288819186,2026-09-01T18:53:39.186000+00:00,0.9400,0.9800,0.9600,4,2072.00,2199.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5500,0.5450,1,35.79,444.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288819387,2026-09-01T18:53:39.387000+00:00,0.9400,0.9800,0.9600,4,2072.00,2199.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5500,0.5450,1,14.85,444.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288819589,2026-09-01T18:53:39.589000+00:00,0.9400,0.9800,0.9600,4,2072.00,2199.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5500,0.5450,1,14.85,444.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288819790,2026-09-01T18:53:39.790000+00:00,0.9300,0.9800,0.9550,5,2099.96,2199.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5500,0.5450,1,14.85,444.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288819991,2026-09-01T18:53:39.991000+00:00,0.9300,0.9800,0.9550,5,2099.96,2199.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5500,0.5450,1,14.85,444.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288820192,2026-09-01T18:53:40.192000+00:00,0.9300,0.9800,0.9550,5,2099.96,2199.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5500,0.5450,1,14.85,444.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288820393,2026-09-01T18:53:40.393000+00:00,0.9300,0.9800,0.9550,5,2099.96,2199.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5800,0.5600,4,399.52,103.00,False,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288820594,2026-09-01T18:53:40.594000+00:00,0.9300,0.9800,0.9550,5,2099.96,2199.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5800,0.5600,4,399.52,103.00,False,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288820795,2026-09-01T18:53:40.795000+00:00,0.9300,0.9800,0.9550,5,2099.96,2199.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5800,0.5600,4,399.52,103.00,False,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288820996,2026-09-01T18:53:40.996000+00:00,0.9300,0.9800,0.9550,5,2099.96,2199.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5700,0.5550,3,29.85,215.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288821198,2026-09-01T18:53:41.198000+00:00,0.9300,0.9800,0.9550,5,2099.96,2199.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5700,0.5550,3,29.85,215.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288821399,2026-09-01T18:53:41.399000+00:00,0.9300,0.9800,0.9550,5,2099.96,2199.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5600,0.5500,2,29.85,28.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288821600,2026-09-01T18:53:41.600000+00:00,0.9300,0.9800,0.9550,5,2099.96,2199.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5600,0.5500,2,29.85,10.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288821801,2026-09-01T18:53:41.801000+00:00,0.9300,0.9800,0.9550,5,2099.96,2199.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5600,0.5500,2,29.85,10.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288822002,2026-09-01T18:53:42.002000+00:00,0.9300,0.9800,0.9550,5,2099.96,2199.96,False,False,True,0.7800,0.8100,0.7950,3,431.96,52.00,True,False,False,0.5400,0.5600,0.5500,2,29.85,10.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288822203,2026-09-01T18:53:42.203000+00:00,0.9300,0.9800,0.9550,5,2099.96,2199.96,False,False,True,0.7800,0.8000,0.7900,2,18.00,430.00,True,False,False,0.5400,0.5600,0.5500,2,410.02,10.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288822404,2026-09-01T18:53:42.404000+00:00,0.9300,0.9800,0.9550,5,2099.96,2199.96,False,False,True,0.7800,0.8000,0.7900,2,18.00,430.00,True,False,False,0.5400,0.5700,0.5550,3,410.02,233.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288822605,2026-09-01T18:53:42.605000+00:00,0.9300,0.9800,0.9550,5,2099.96,2199.96,False,False,True,0.7800,0.8000,0.7900,2,18.00,430.00,True,False,False,0.5400,0.5700,0.5550,3,410.02,308.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288822806,2026-09-01T18:53:42.806000+00:00,0.9300,0.9800,0.9550,5,2099.96,2199.96,False,False,True,0.7800,0.8000,0.7900,2,18.00,570.00,True,False,False,0.5400,0.5700,0.5550,3,410.02,383.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288823007,2026-09-01T18:53:43.007000+00:00,0.9300,0.9800,0.9550,5,2099.96,2199.96,False,False,True,0.7800,0.8000,0.7900,2,18.00,710.00,True,False,False,0.5400,0.5700,0.5550,3,410.02,383.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288823208,2026-09-01T18:53:43.208000+00:00,0.9300,0.9800,0.9550,5,2099.96,2199.96,False,False,True,0.7800,0.8000,0.7900,2,18.00,710.00,True,False,False,0.5400,0.5700,0.5550,3,410.02,383.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288823410,2026-09-01T18:53:43.410000+00:00,0.9300,0.9800,0.9550,5,2099.96,2199.96,False,False,True,0.7800,0.8000,0.7900,2,428.28,710.00,True,False,False,0.5400,0.5700,0.5550,3,410.02,383.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288823611,2026-09-01T18:53:43.611000+00:00,0.9300,0.9800,0.9550,5,2840.96,2199.96,False,False,True,0.7800,0.8000,0.7900,2,428.28,710.00,True,False,False,0.5400,0.5700,0.5550,3,410.02,383.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288823812,2026-09-01T18:53:43.812000+00:00,0.9300,0.9800,0.9550,5,2840.96,2199.96,False,False,True,0.7800,0.7900,0.7850,1,418.28,5.00,True,False,False,0.5400,0.5700,0.5550,3,410.02,383.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288824013,2026-09-01T18:53:44.013000+00:00,0.9300,0.9800,0.9550,5,2840.96,2199.96,False,False,True,0.7800,0.7900,0.7850,1,418.28,18.00,True,False,False,0.5400,0.5700,0.5550,3,410.02,383.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288824214,2026-09-01T18:53:44.214000+00:00,0.9300,0.9800,0.9550,5,2840.96,2199.96,False,False,True,0.7800,0.7900,0.7850,1,418.28,18.00,True,False,False,0.5400,0.5700,0.5550,3,410.02,308.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288824416,2026-09-01T18:53:44.416000+00:00,0.9300,0.9800,0.9550,5,2840.96,2199.96,False,False,True,0.7800,0.7900,0.7850,1,418.28,18.00,True,False,False,0.5400,0.5600,0.5500,2,410.02,430.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288824617,2026-09-01T18:53:44.617000+00:00,0.9300,0.9800,0.9550,5,2840.96,2199.96,False,False,True,0.7800,0.7900,0.7850,1,418.28,18.00,True,False,False,0.5400,0.5600,0.5500,2,410.02,355.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288824818,2026-09-01T18:53:44.818000+00:00,0.9300,0.9800,0.9550,5,2840.96,2199.96,False,False,True,0.7800,0.7900,0.7850,1,418.28,18.00,True,False,False,0.5400,0.5600,0.5500,2,410.02,355.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288825019,2026-09-01T18:53:45.019000+00:00,0.9300,0.9800,0.9550,5,2840.96,2199.96,False,False,True,0.7800,0.7900,0.7850,1,418.28,18.00,True,False,False,0.5400,0.5600,0.5500,2,410.02,355.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288825220,2026-09-01T18:53:45.220000+00:00,0.9300,0.9800,0.9550,5,2840.96,2199.96,False,False,True,0.7800,0.7900,0.7850,1,418.28,18.00,True,False,False,0.5400,0.5600,0.5500,2,410.02,355.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288825421,2026-09-01T18:53:45.421000+00:00,0.9300,0.9800,0.9550,5,2840.96,2199.96,False,False,True,0.7800,0.7900,0.7850,1,418.28,18.00,True,False,False,0.5400,0.5600,0.5500,2,410.02,355.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288825622,2026-09-01T18:53:45.622000+00:00,0.9300,0.9800,0.9550,5,2840.96,2199.96,False,False,True,0.7800,0.7900,0.7850,1,418.28,18.00,True,False,False,0.5400,0.5600,0.5500,2,410.02,355.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288825823,2026-09-01T18:53:45.823000+00:00,0.9300,0.9800,0.9550,5,2840.96,2199.96,False,False,True,0.7800,0.7900,0.7850,1,418.28,18.00,True,False,False,0.5400,0.5600,0.5500,2,410.02,355.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288826025,2026-09-01T18:53:46.025000+00:00,0.9300,0.9800,0.9550,5,2840.96,2199.96,False,False,True,0.7800,0.7900,0.7850,1,418.28,18.00,True,False,False,0.5400,0.5600,0.5500,2,410.02,355.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288826226,2026-09-01T18:53:46.226000+00:00,0.9300,0.9800,0.9550,5,2840.96,2199.96,False,False,True,0.7800,0.7900,0.7850,1,418.28,18.00,True,False,False,0.5400,0.5600,0.5500,2,410.02,355.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288826428,2026-09-01T18:53:46.428000+00:00,0.9300,0.9800,0.9550,5,2840.96,2199.96,False,False,True,0.7800,0.7900,0.7850,1,418.28,18.00,True,False,False,0.5400,0.5600,0.5500,2,410.02,430.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288826629,2026-09-01T18:53:46.629000+00:00,0.9300,0.9800,0.9550,5,2840.96,2199.96,False,False,True,0.7800,0.7900,0.7850,1,418.28,18.00,True,False,False,0.5400,0.5600,0.5500,2,410.02,430.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288826830,2026-09-01T18:53:46.830000+00:00,0.9300,0.9800,0.9550,5,2840.96,2199.96,False,False,True,0.7800,0.7900,0.7850,1,418.28,18.00,True,False,False,0.5400,0.5600,0.5500,2,410.02,430.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
1788288827032,2026-09-01T18:53:47.032000+00:00,0.9300,0.9800,0.9550,5,2840.96,2199.96,False,False,True,0.7800,0.7900,0.7850,1,418.28,18.00,True,False,False,0.5400,0.5600,0.5500,2,410.02,430.00,True,False,False,0.3100,0.3200,0.3150,1,356.76,44.00,True,False,False,UP,UP,UP
