date,equity,daily_pnl,drawdown,source
2025-05-30,-9239.2823,-9239.2823,-9239.2823,closed_positions
2025-05-31,-79309.4563,-70070.174,-79309.4563,closed_positions
2025-06-01,-68968.4854,10340.9709,-68968.4854,closed_positions
2025-06-02,-68979.1344,-10.649,-68979.1344,closed_positions
2025-06-06,-68960.1345,18.9999,-68960.1345,closed_positions
2025-06-08,-54653.6511,14306.4834,-54653.6511,closed_positions
2025-07-23,42544.7206,97198.3717,0.0,closed_positions
2025-07-25,45509.4706,2964.75,0.0,closed_positions
2025-09-09,132422.2975,86912.8269,0.0,closed_positions
2025-09-10,133565.2313,1142.9338,0.0,closed_positions
2025-09-12,234547.0517,100981.8204,0.0,closed_positions
2025-09-13,355170.5536,120623.5019,0.0,closed_positions
2025-09-14,585786.5198,230615.9662,0.0,closed_positions
2025-09-15,524012.488,-61774.0318,-61774.0318,closed_positions
2025-09-16,549594.5347,25582.0467,-36191.9851,closed_positions
2025-09-17,549944.2494,349.7147,-35842.2704,closed_positions
2025-09-18,633824.5428,83880.2934,0.0,closed_positions
2025-09-19,651323.9229,17499.3801,0.0,closed_positions
2025-09-20,671310.3487,19986.4258,0.0,closed_positions
2025-09-21,683064.5669,11754.2182,0.0,closed_positions
2025-09-25,691645.5807,8581.0138,0.0,closed_positions
2025-09-26,734438.1357,42792.555,0.0,closed_positions
2025-09-29,787593.4342,53155.2985,0.0,closed_positions
2025-10-08,760149.3198,-27444.1144,-27444.1144,closed_positions
2025-10-11,512720.7924,-247428.5274,-274872.6418,closed_positions
2025-10-12,528652.2531,15931.4607,-258941.1811,closed_positions
2025-10-13,546863.4184,18211.1653,-240730.0158,closed_positions
2025-10-18,546892.4502,29.0318,-240700.984,closed_positions
2025-10-19,557316.8277,10424.3775,-230276.6065,closed_positions
2025-10-21,527644.9119,-29671.9158,-259948.5223,closed_positions
2025-10-22,557690.1384,30045.2265,-229903.2958,closed_positions
2025-11-02,560841.738,3151.5996,-226751.6962,closed_positions
2025-11-04,673841.3694,112999.6314,-113752.0648,closed_positions
2025-11-05,776539.988,102698.6186,-11053.4462,closed_positions
2025-11-08,718061.1798,-58478.8082,-69532.2544,closed_positions
2025-11-12,772601.3127,54540.1329,-14992.1215,closed_positions
2025-11-13,819127.8014,46526.4887,0.0,closed_positions
2025-11-15,823147.8188,4020.0174,0.0,closed_positions
2025-11-16,900156.6025,77008.7837,0.0,closed_positions
2025-11-17,900198.0777,41.4752,0.0,closed_positions
2025-11-18,956803.3845,56605.3068,0.0,closed_positions
2025-11-19,1006526.4888,49723.1043,0.0,closed_positions
2025-11-21,1101017.1891,94490.7003,0.0,closed_positions
2025-11-22,1298622.8979,197605.7088,0.0,closed_positions
2025-11-23,1370998.0449,72375.147,0.0,closed_positions
2025-11-24,1483556.6977,112558.6528,0.0,closed_positions
2025-11-26,1667224.0853,183667.3876,0.0,closed_positions
2025-12-02,1669288.5883,2064.503,0.0,closed_positions
2025-12-03,1671628.4995,2339.9112,0.0,closed_positions
2025-12-04,1966391.6527,294763.1532,0.0,closed_positions
2025-12-05,2168357.9989,201966.3462,0.0,closed_positions
2025-12-06,2365285.1059,196927.107,0.0,closed_positions
2025-12-07,2792862.8051,427577.6992,0.0,closed_positions
2025-12-08,2928995.5256,136132.7205,0.0,closed_positions
2025-12-09,3064644.5496,135649.024,0.0,closed_positions
2025-12-10,3267843.594,203199.0444,0.0,closed_positions
2025-12-11,3643838.2186,375994.6246,0.0,closed_positions
2025-12-12,3753336.1981,109497.9795,0.0,closed_positions
2025-12-13,3765599.6219,12263.4238,0.0,closed_positions
2025-12-14,3781859.1585,16259.5366,0.0,closed_positions
2025-12-15,3784777.8754,2918.7169,0.0,closed_positions
2025-12-16,3743538.5672,-41239.3082,-41239.3082,closed_positions
2025-12-18,3842166.5104,98627.9432,0.0,closed_positions
2025-12-19,3916491.9468,74325.4364,0.0,closed_positions
2025-12-20,4077593.1224,161101.1756,0.0,closed_positions
2025-12-21,4378117.2165,300524.0941,0.0,closed_positions
2025-12-23,4461195.0255,83077.809,0.0,closed_positions
2025-12-24,5086107.8054,624912.7799,0.0,closed_positions
2025-12-25,5089132.1657,3024.3603,0.0,closed_positions
2025-12-26,5455069.4234,365937.2577,0.0,closed_positions
2025-12-27,5776502.9241,321433.5007,0.0,closed_positions
2025-12-28,6198620.9962,422118.0721,0.0,closed_positions
2025-12-29,6209074.0258,10453.0296,0.0,closed_positions
2025-12-30,6673229.9243,464155.8985,0.0,closed_positions
2025-12-31,7327508.3151,654278.3908,0.0,closed_positions
2026-01-01,7885090.2154,557581.9003,0.0,closed_positions
2026-01-02,8341605.1376,456514.9222,0.0,closed_positions
2026-01-03,9082367.6878,740762.5502,0.0,closed_positions
2026-01-04,9539245.3718,456877.684,0.0,closed_positions
2026-01-05,9708022.9318,168777.56,0.0,closed_positions
2026-01-06,10169335.9278,461312.996,0.0,closed_positions
2026-01-07,10394630.3126,225294.3848,0.0,closed_positions
2026-01-08,11144648.2922,750017.9796,0.0,closed_positions
2026-01-09,11237626.567,92978.2748,0.0,closed_positions
2026-01-10,11306413.3335,68786.7665,0.0,closed_positions
2026-01-11,11476512.411,170099.0775,0.0,closed_positions
2026-01-12,12732569.542,1256057.131,0.0,closed_positions
2026-01-14,13183368.5622,450799.0202,0.0,closed_positions
2026-01-15,13384132.5741,200764.0119,0.0,closed_positions
2026-01-16,14059770.0628,675637.4887,0.0,closed_positions
2026-01-17,14069292.9804,9522.9176,0.0,closed_positions
2026-01-18,14658239.8902,588946.9098,0.0,closed_positions
2026-01-19,14742982.6763,84742.7861,0.0,closed_positions
2026-01-20,15304585.1788,561602.5025,0.0,closed_positions
2026-01-21,16235066.2268,930481.048,0.0,closed_positions
2026-01-22,16344798.0568,109731.83,0.0,closed_positions
2026-01-23,16666954.7693,322156.7125,0.0,closed_positions
2026-01-24,16865873.7044,198918.9351,0.0,closed_positions
2026-01-25,17293546.0638,427672.3594,0.0,closed_positions
2026-01-26,17427771.1577,134225.0939,0.0,closed_positions
2026-01-27,17600536.7405,172765.5828,0.0,closed_positions
2026-01-28,17888541.832,288005.0915,0.0,closed_positions
2026-01-29,18679639.272,791097.44,0.0,closed_positions
2026-01-30,18921695.0602,242055.7882,0.0,closed_positions
2026-01-31,19852711.413,931016.3528,0.0,closed_positions
2026-02-01,19861341.8886,8630.4756,0.0,closed_positions
2026-02-02,20139418.9174,278077.0288,0.0,closed_positions
2026-02-03,20513139.8806,373720.9632,0.0,closed_positions
2026-02-04,20796227.4758,283087.5952,0.0,closed_positions
2026-02-05,20885186.8897,88959.4139,0.0,closed_positions
2026-02-06,21154835.7535,269648.8638,0.0,closed_positions
2026-02-09,22394441.0029,1239605.2494,0.0,closed_positions
2026-02-10,23126264.9606,731823.9577,0.0,closed_positions
2026-02-11,24749580.1321,1623315.1715,0.0,closed_positions
2026-02-12,25249693.6143,500113.4822,0.0,closed_positions
2026-02-13,25287911.6371,38218.0228,0.0,closed_positions
2026-02-14,25381356.7048,93445.0677,0.0,closed_positions
2026-02-17,25681365.9495,300009.2447,0.0,closed_positions
2026-02-18,25718699.1495,37333.2,0.0,closed_positions
2026-02-20,26889502.021,1170802.8715,0.0,closed_positions
2026-02-21,28701365.2174,1811863.1964,0.0,closed_positions
2026-02-22,30022501.6056,1321136.3882,0.0,closed_positions
2026-02-23,31092439.4902,1069937.8846,0.0,closed_positions
2026-02-24,31092915.8385,476.3483,0.0,closed_positions
2026-02-25,32399113.6843,1306197.8458,0.0,closed_positions
2026-02-26,33017841.3885,618727.7042,0.0,closed_positions
2026-02-27,33870203.8776,852362.4891,0.0,closed_positions
2026-02-28,33877491.0652,7287.1876,0.0,closed_positions
2026-03-01,34089699.4247,212208.3595,0.0,closed_positions
2026-03-02,34092511.663,2812.2383,0.0,closed_positions
2026-03-03,34319087.5036,226575.8406,0.0,closed_positions
2026-03-04,35732129.4667,1413041.9631,0.0,closed_positions
2026-03-05,36029051.0602,296921.5935,0.0,closed_positions
2026-03-06,36111050.6608,81999.6006,0.0,closed_positions
2026-03-08,37588155.7346,1477105.0738,0.0,closed_positions
2026-03-09,39046576.4724,1458420.7378,0.0,closed_positions
2026-03-10,39459034.6408,412458.1684,0.0,closed_positions
2026-03-11,39987970.2044,528935.5636,0.0,closed_positions
2026-03-16,40573912.5999,585942.3955,0.0,closed_positions
2026-03-17,40605792.5607,31879.9608,0.0,closed_positions
2026-03-19,40894238.3163,288445.7556,0.0,closed_positions
2026-03-21,41006571.2554,112332.9391,0.0,closed_positions
2026-03-22,41046910.4924,40339.237,0.0,closed_positions
2026-03-23,41362267.8158,315357.3234,0.0,closed_positions
2026-03-24,41496169.1861,133901.3703,0.0,closed_positions
2026-03-25,41504423.0871,8253.901,0.0,closed_positions
2026-03-26,41894207.5639,389784.4768,0.0,closed_positions
2026-03-27,41899070.4896,4862.9257,0.0,closed_positions
2026-03-28,41903242.5445,4172.0549,0.0,closed_positions
2026-04-09,41986037.5043,82794.9598,0.0,closed_positions
2026-04-11,41990669.9313,4632.427,0.0,closed_positions
2026-04-12,41991219.4135,549.4822,0.0,closed_positions
2026-04-13,43012345.5138,1021126.1003,0.0,closed_positions
2026-04-14,43082831.0747,70485.5609,0.0,closed_positions
2026-04-15,43559582.8433,476751.7686,0.0,closed_positions
2026-04-16,44143410.148,583827.3047,0.0,closed_positions
2026-04-18,44446837.9288,303427.7808,0.0,closed_positions
2026-04-19,44626461.349,179623.4202,0.0,closed_positions
2026-04-20,44628791.1541,2329.8051,0.0,closed_positions
2026-04-22,44654551.5984,25760.4443,0.0,closed_positions
2026-04-24,44919182.0764,264630.478,0.0,closed_positions
2026-04-25,45080597.3784,161415.302,0.0,closed_positions
2026-04-26,45407391.0376,326793.6592,0.0,closed_positions
2026-04-30,45673146.4992,265755.4616,0.0,closed_positions
2026-05-07,45696146.4523,22999.9531,0.0,closed_positions
2026-05-11,45696402.3045,255.8522,0.0,closed_positions
2026-05-16,45696028.3592,-373.9453,-373.9453,closed_positions
2026-06-14,46296687.1056,600658.7464,0.0,closed_positions
2026-06-30,46297439.2296,752.124,0.0,closed_positions
2026-07-04,46297446.649,7.4194,0.0,closed_positions
2026-07-06,46297447.2011,0.5521,0.0,closed_positions
2026-07-10,46297607.6637,160.4626,0.0,closed_positions
2026-07-16,46295510.0938,-2097.5699,-2097.5699,closed_positions
2026-07-20,46297730.9682,2220.8744,0.0,closed_positions
