ts_ms,ts_iso,run_yes_bid,run_yes_ask,run_yes_mid,run_spread_cents,run_yes_bid_qty,run_yes_ask_qty,run_tight_spread,run_wide_spread,run_untradeable,b365_state,fd_state,dk_state
1788284126557,2026-09-01T17:35:26.557000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284126758,2026-09-01T17:35:26.758000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284126959,2026-09-01T17:35:26.959000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284127160,2026-09-01T17:35:27.160000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284127361,2026-09-01T17:35:27.361000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284127562,2026-09-01T17:35:27.562000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284127762,2026-09-01T17:35:27.762000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284127963,2026-09-01T17:35:27.963000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284128164,2026-09-01T17:35:28.164000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284128364,2026-09-01T17:35:28.364000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284128565,2026-09-01T17:35:28.565000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284128766,2026-09-01T17:35:28.766000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284128967,2026-09-01T17:35:28.967000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284129167,2026-09-01T17:35:29.167000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284129368,2026-09-01T17:35:29.368000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284129569,2026-09-01T17:35:29.569000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284129770,2026-09-01T17:35:29.770000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284129971,2026-09-01T17:35:29.971000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284130172,2026-09-01T17:35:30.172000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284130373,2026-09-01T17:35:30.373000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284130574,2026-09-01T17:35:30.574000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284130775,2026-09-01T17:35:30.775000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284130976,2026-09-01T17:35:30.976000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284131177,2026-09-01T17:35:31.177000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284131378,2026-09-01T17:35:31.378000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284131579,2026-09-01T17:35:31.579000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284131780,2026-09-01T17:35:31.780000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284131980,2026-09-01T17:35:31.980000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284132181,2026-09-01T17:35:32.181000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284132382,2026-09-01T17:35:32.382000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284132582,2026-09-01T17:35:32.582000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284132783,2026-09-01T17:35:32.783000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284132984,2026-09-01T17:35:32.984000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284133185,2026-09-01T17:35:33.185000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284133385,2026-09-01T17:35:33.385000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284133586,2026-09-01T17:35:33.586000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284133787,2026-09-01T17:35:33.787000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284133988,2026-09-01T17:35:33.988000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284134189,2026-09-01T17:35:34.189000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284134390,2026-09-01T17:35:34.390000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284134591,2026-09-01T17:35:34.591000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284134792,2026-09-01T17:35:34.792000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284134993,2026-09-01T17:35:34.993000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284135194,2026-09-01T17:35:35.194000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284135394,2026-09-01T17:35:35.394000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284135595,2026-09-01T17:35:35.595000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284135796,2026-09-01T17:35:35.796000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284135997,2026-09-01T17:35:35.997000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284136197,2026-09-01T17:35:36.197000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284136398,2026-09-01T17:35:36.398000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284136599,2026-09-01T17:35:36.599000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284136800,2026-09-01T17:35:36.800000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284137001,2026-09-01T17:35:37.001000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284137202,2026-09-01T17:35:37.202000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284137403,2026-09-01T17:35:37.403000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284137603,2026-09-01T17:35:37.603000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284137804,2026-09-01T17:35:37.804000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284138005,2026-09-01T17:35:38.005000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284138205,2026-09-01T17:35:38.205000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284138407,2026-09-01T17:35:38.407000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284138607,2026-09-01T17:35:38.607000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284138808,2026-09-01T17:35:38.808000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284139009,2026-09-01T17:35:39.009000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284139210,2026-09-01T17:35:39.210000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284139410,2026-09-01T17:35:39.410000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284139611,2026-09-01T17:35:39.611000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284139812,2026-09-01T17:35:39.812000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284140013,2026-09-01T17:35:40.013000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284140214,2026-09-01T17:35:40.214000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284140415,2026-09-01T17:35:40.415000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284140616,2026-09-01T17:35:40.616000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284140816,2026-09-01T17:35:40.816000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284141017,2026-09-01T17:35:41.017000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284141218,2026-09-01T17:35:41.218000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284141419,2026-09-01T17:35:41.419000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284141620,2026-09-01T17:35:41.620000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284141821,2026-09-01T17:35:41.821000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284142022,2026-09-01T17:35:42.022000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284142223,2026-09-01T17:35:42.223000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284142424,2026-09-01T17:35:42.424000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284142625,2026-09-01T17:35:42.625000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284142826,2026-09-01T17:35:42.826000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284143026,2026-09-01T17:35:43.026000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284143227,2026-09-01T17:35:43.227000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284143428,2026-09-01T17:35:43.428000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284143629,2026-09-01T17:35:43.629000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284143830,2026-09-01T17:35:43.830000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284144031,2026-09-01T17:35:44.031000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284144231,2026-09-01T17:35:44.231000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284144432,2026-09-01T17:35:44.432000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284144633,2026-09-01T17:35:44.633000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284144834,2026-09-01T17:35:44.834000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284145035,2026-09-01T17:35:45.035000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284145235,2026-09-01T17:35:45.235000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284145436,2026-09-01T17:35:45.436000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284145637,2026-09-01T17:35:45.637000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284145838,2026-09-01T17:35:45.838000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284146038,2026-09-01T17:35:46.038000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284146239,2026-09-01T17:35:46.239000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284146440,2026-09-01T17:35:46.440000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284146641,2026-09-01T17:35:46.641000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284146842,2026-09-01T17:35:46.842000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284147042,2026-09-01T17:35:47.042000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284147243,2026-09-01T17:35:47.243000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284147444,2026-09-01T17:35:47.444000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284147645,2026-09-01T17:35:47.645000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284147846,2026-09-01T17:35:47.846000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284148046,2026-09-01T17:35:48.046000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284148247,2026-09-01T17:35:48.247000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284148448,2026-09-01T17:35:48.448000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284148649,2026-09-01T17:35:48.649000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284148850,2026-09-01T17:35:48.850000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284149051,2026-09-01T17:35:49.051000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284149252,2026-09-01T17:35:49.252000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284149452,2026-09-01T17:35:49.452000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284149653,2026-09-01T17:35:49.653000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284149853,2026-09-01T17:35:49.853000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284150054,2026-09-01T17:35:50.054000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284150255,2026-09-01T17:35:50.255000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284150456,2026-09-01T17:35:50.456000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284150656,2026-09-01T17:35:50.656000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284150857,2026-09-01T17:35:50.857000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284151058,2026-09-01T17:35:51.058000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284151259,2026-09-01T17:35:51.259000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284151460,2026-09-01T17:35:51.460000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284151660,2026-09-01T17:35:51.660000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284151861,2026-09-01T17:35:51.861000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284152063,2026-09-01T17:35:52.063000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284152263,2026-09-01T17:35:52.263000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284152464,2026-09-01T17:35:52.464000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284152665,2026-09-01T17:35:52.665000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284152866,2026-09-01T17:35:52.866000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284153067,2026-09-01T17:35:53.067000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284153268,2026-09-01T17:35:53.268000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284153469,2026-09-01T17:35:53.469000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284153669,2026-09-01T17:35:53.669000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284153870,2026-09-01T17:35:53.870000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284154071,2026-09-01T17:35:54.071000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284154272,2026-09-01T17:35:54.272000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284154473,2026-09-01T17:35:54.473000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284154674,2026-09-01T17:35:54.674000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284154875,2026-09-01T17:35:54.875000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284155076,2026-09-01T17:35:55.076000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284155276,2026-09-01T17:35:55.276000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284155477,2026-09-01T17:35:55.477000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284155678,2026-09-01T17:35:55.678000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284155878,2026-09-01T17:35:55.878000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284156079,2026-09-01T17:35:56.079000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284156280,2026-09-01T17:35:56.280000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284156481,2026-09-01T17:35:56.481000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284156682,2026-09-01T17:35:56.682000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284156883,2026-09-01T17:35:56.883000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284157083,2026-09-01T17:35:57.083000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284157284,2026-09-01T17:35:57.284000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284157485,2026-09-01T17:35:57.485000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284157685,2026-09-01T17:35:57.685000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284157886,2026-09-01T17:35:57.886000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284158087,2026-09-01T17:35:58.087000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284158288,2026-09-01T17:35:58.288000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284158488,2026-09-01T17:35:58.488000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284158690,2026-09-01T17:35:58.690000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284158891,2026-09-01T17:35:58.891000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284159091,2026-09-01T17:35:59.091000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284159292,2026-09-01T17:35:59.292000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284159493,2026-09-01T17:35:59.493000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284159694,2026-09-01T17:35:59.694000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284159895,2026-09-01T17:35:59.895000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284160096,2026-09-01T17:36:00.096000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284160296,2026-09-01T17:36:00.296000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284160497,2026-09-01T17:36:00.497000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284160698,2026-09-01T17:36:00.698000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284160899,2026-09-01T17:36:00.899000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284161099,2026-09-01T17:36:01.099000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284161300,2026-09-01T17:36:01.300000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284161501,2026-09-01T17:36:01.501000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284161702,2026-09-01T17:36:01.702000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284161903,2026-09-01T17:36:01.903000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284162104,2026-09-01T17:36:02.104000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284162305,2026-09-01T17:36:02.305000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284162506,2026-09-01T17:36:02.506000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284162706,2026-09-01T17:36:02.706000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284162907,2026-09-01T17:36:02.907000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284163108,2026-09-01T17:36:03.108000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284163308,2026-09-01T17:36:03.308000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284163509,2026-09-01T17:36:03.509000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284163710,2026-09-01T17:36:03.710000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284163911,2026-09-01T17:36:03.911000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284164113,2026-09-01T17:36:04.113000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284164314,2026-09-01T17:36:04.314000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284164515,2026-09-01T17:36:04.515000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284164715,2026-09-01T17:36:04.715000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284164916,2026-09-01T17:36:04.916000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284165117,2026-09-01T17:36:05.117000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284165318,2026-09-01T17:36:05.318000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284165518,2026-09-01T17:36:05.518000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284165719,2026-09-01T17:36:05.719000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284165920,2026-09-01T17:36:05.920000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284166121,2026-09-01T17:36:06.121000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284166321,2026-09-01T17:36:06.321000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284166522,2026-09-01T17:36:06.522000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284166723,2026-09-01T17:36:06.723000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284166924,2026-09-01T17:36:06.924000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284167125,2026-09-01T17:36:07.125000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284167326,2026-09-01T17:36:07.326000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284167527,2026-09-01T17:36:07.527000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284167728,2026-09-01T17:36:07.728000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284167929,2026-09-01T17:36:07.929000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284168130,2026-09-01T17:36:08.130000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284168331,2026-09-01T17:36:08.331000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284168531,2026-09-01T17:36:08.531000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284168732,2026-09-01T17:36:08.732000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284168933,2026-09-01T17:36:08.933000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284169134,2026-09-01T17:36:09.134000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284169335,2026-09-01T17:36:09.335000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284169536,2026-09-01T17:36:09.536000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284169737,2026-09-01T17:36:09.737000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284169938,2026-09-01T17:36:09.938000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284170138,2026-09-01T17:36:10.138000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284170340,2026-09-01T17:36:10.340000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284170540,2026-09-01T17:36:10.540000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284170742,2026-09-01T17:36:10.742000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284170942,2026-09-01T17:36:10.942000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284171143,2026-09-01T17:36:11.143000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284171345,2026-09-01T17:36:11.345000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284171545,2026-09-01T17:36:11.545000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284171746,2026-09-01T17:36:11.746000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284171947,2026-09-01T17:36:11.947000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284172148,2026-09-01T17:36:12.148000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284172348,2026-09-01T17:36:12.348000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284172549,2026-09-01T17:36:12.549000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284172750,2026-09-01T17:36:12.750000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284172951,2026-09-01T17:36:12.951000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284173153,2026-09-01T17:36:13.153000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284173353,2026-09-01T17:36:13.353000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284173554,2026-09-01T17:36:13.554000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284173754,2026-09-01T17:36:13.754000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284173956,2026-09-01T17:36:13.956000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284174157,2026-09-01T17:36:14.157000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284174358,2026-09-01T17:36:14.358000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284174559,2026-09-01T17:36:14.559000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284174760,2026-09-01T17:36:14.760000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284174961,2026-09-01T17:36:14.961000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284175162,2026-09-01T17:36:15.162000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284175362,2026-09-01T17:36:15.362000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284175563,2026-09-01T17:36:15.563000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284175764,2026-09-01T17:36:15.764000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284175965,2026-09-01T17:36:15.965000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284176166,2026-09-01T17:36:16.166000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284176367,2026-09-01T17:36:16.367000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284176568,2026-09-01T17:36:16.568000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284176769,2026-09-01T17:36:16.769000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284176970,2026-09-01T17:36:16.970000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284177170,2026-09-01T17:36:17.170000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284177372,2026-09-01T17:36:17.372000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284177573,2026-09-01T17:36:17.573000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284177774,2026-09-01T17:36:17.774000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284177975,2026-09-01T17:36:17.975000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284178176,2026-09-01T17:36:18.176000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284178377,2026-09-01T17:36:18.377000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284178578,2026-09-01T17:36:18.578000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284178779,2026-09-01T17:36:18.779000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284178980,2026-09-01T17:36:18.980000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284179181,2026-09-01T17:36:19.181000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284179382,2026-09-01T17:36:19.382000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284179583,2026-09-01T17:36:19.583000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284179783,2026-09-01T17:36:19.783000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284179985,2026-09-01T17:36:19.985000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284180186,2026-09-01T17:36:20.186000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284180387,2026-09-01T17:36:20.387000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284180588,2026-09-01T17:36:20.588000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284180789,2026-09-01T17:36:20.789000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284180989,2026-09-01T17:36:20.989000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284181190,2026-09-01T17:36:21.190000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284181391,2026-09-01T17:36:21.391000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284181592,2026-09-01T17:36:21.592000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284181793,2026-09-01T17:36:21.793000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284181994,2026-09-01T17:36:21.994000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284182195,2026-09-01T17:36:22.195000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284182396,2026-09-01T17:36:22.396000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284182597,2026-09-01T17:36:22.597000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284182798,2026-09-01T17:36:22.798000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284182999,2026-09-01T17:36:22.999000+00:00,,,,,0,0,False,False,True,UP,UP,UP
1788284183200,2026-09-01T17:36:23.200000+00:00,,,,,0,0,False,False,True,UP,UP,UP
